"id" "protocol_type" "flag" "src_bytes" "logged_in" "count" "srv_count" "serror_rate" "srv_serror_rate" "rerror_rate" "srv_rerror_rate" "diff_srv_rate" "dst_host_diff_srv_rate" "dst_host_same_src_port_rate" "dst_host_serror_rate" "dst_host_srv_serror_rate" "dst_host_rerror_rate" "out"
"45409" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45410" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45411" "tcp" "SF" 707 1 1 1 0 0 0 0 0 0.02 0.01 0 0 0 "normal."
"45412" "tcp" "S0" 0 0 124 20 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45413" "tcp" "REJ" 0 0 41 1 0 0 1 1 0.1 0.07 0 0 0 1 "neptune."
"45414" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45415" "tcp" "SF" 1482 1 1 2 0 0 0 0 0 0.04 0.01 0 0 0.01 "normal."
"45416" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45417" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45418" "icmp" "SF" 1032 0 508 508 0 0 0 0 0 0 1 0 0 0 "smurf."
"45419" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45420" "tcp" "SF" 204 1 4 6 0 0 0 0 0 0 0.06 0.06 0 0 "normal."
"45421" "tcp" "REJ" 0 0 74 13 0 0 1 1 0.08 0.08 0 0 0 1 "neptune."
"45422" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45423" "tcp" "REJ" 0 0 120 16 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"45424" "tcp" "SF" 9 1 2 1 0 0 0 0 1 0.14 0.03 0 0 0 "normal."
"45425" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45426" "tcp" "REJ" 0 0 142 20 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"45427" "icmp" "SF" 520 0 480 480 0 0 0 0 0 0 1 0 0 0 "smurf."
"45428" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45429" "tcp" "SF" 293 1 9 9 0 0 0 0 0 0 0.01 0 0 0 "normal."
"45430" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45431" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45432" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45433" "tcp" "SF" 222 1 2 2 0 0 0 0 0 0 0.5 0 0.01 0 "normal."
"45434" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45435" "tcp" "SF" 253 1 16 16 0 0 0 0 0 0 0.01 0 0 0 "normal."
"45436" "tcp" "SF" 1896 1 1 3 0 0 0 0 0 0.03 0.01 0.01 0.01 0 "normal."
"45437" "tcp" "SF" 260 1 4 15 0 0 0 0 0 0 0 0 0 0 "normal."
"45438" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45439" "tcp" "S0" 0 0 220 13 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45440" "tcp" "SF" 227 1 3 6 0 0 0 0 0 0 0.01 0 0 0 "normal."
"45441" "tcp" "S0" 0 0 197 12 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45442" "tcp" "SF" 323 1 5 5 0 0 0 0 0 0 0.03 0 0 0 "normal."
"45443" "tcp" "SF" 707 1 1 1 0 0 0 0 0 0.04 0.01 0 0 0 "normal."
"45444" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45445" "tcp" "SF" 216 1 4 4 0 0 0 0 0 0 0.05 0 0 0 "normal."
"45446" "tcp" "S0" 0 0 226 2 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45447" "tcp" "S0" 0 0 102 10 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"45448" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45449" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45450" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45451" "tcp" "S0" 0 0 272 7 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45452" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"45453" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45454" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45455" "tcp" "REJ" 0 0 112 9 0 0 1 1 0.08 0.06 0 0 0 1 "neptune."
"45456" "tcp" "SF" 1192 1 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"45457" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45458" "tcp" "S0" 0 0 269 6 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"45459" "tcp" "S0" 0 0 102 2 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45460" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45461" "tcp" "SF" 223 1 10 10 0 0 0 0 0 0 0.1 0 0 0 "normal."
"45462" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45463" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45464" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0.01 0 0 0 "normal."
"45465" "tcp" "SF" 315 1 15 15 0 0 0 0 0 0 0 0.01 0.01 0 "normal."
"45466" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45467" "tcp" "S0" 0 0 136 13 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45468" "tcp" "S0" 0 0 135 12 1 1 0 0 0.06 0.08 0 1 1 0 "neptune."
"45469" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"45470" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45471" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45472" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45473" "tcp" "S0" 0 0 234 16 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"45474" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45475" "icmp" "SF" 520 0 484 484 0 0 0 0 0 0 1 0 0 0 "smurf."
"45476" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45477" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45478" "tcp" "SF" 7196 1 12 12 0 0 0 0 0 0.02 0.34 0 0 0 "normal."
"45479" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45480" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45481" "tcp" "SF" 327 1 5 5 0 0 0 0 0 0 0 0 0 0 "normal."
"45482" "tcp" "S0" 0 0 190 13 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"45483" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45484" "tcp" "REJ" 0 0 116 14 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"45485" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45486" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45487" "tcp" "S0" 0 0 101 5 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"45488" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45489" "tcp" "S0" 0 0 130 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45490" "icmp" "SF" 520 0 508 508 0 0 0 0 0 0 1 0 0 0 "smurf."
"45491" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45492" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45493" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45494" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45495" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45496" "icmp" "SF" 520 0 447 447 0 0 0 0 0 0 1 0 0 0 "smurf."
"45497" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45498" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45499" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45500" "tcp" "SF" 197 1 2 2 0 0 0 0 0 0 0.01 0.01 0 0.04 "normal."
"45501" "tcp" "S0" 0 0 282 22 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"45502" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45503" "tcp" "SF" 748 1 1 1 0 0 0 0 0 0.89 0.01 0 0 0.81 "normal."
"45504" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45505" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45506" "tcp" "SF" 297 1 6 6 0 0 0 0 0 0 0 0 0 0 "normal."
"45507" "tcp" "S0" 0 0 272 12 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"45508" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45509" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45510" "udp" "SF" 105 0 2 2 0 0 0 0 0 0.01 0.01 0 0 0 "normal."
"45511" "udp" "SF" 147 0 1 1 0 0 0 0 0 0.86 1 0 0 0 "normal."
"45512" "tcp" "S0" 0 0 147 19 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"45513" "tcp" "S0" 0 0 213 1 1 1 0 0 0.07 0.09 0 1 1 0 "neptune."
"45514" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45515" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45516" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"45517" "tcp" "S0" 0 0 272 5 1 1 0 0 0.06 0.08 0 1 1 0 "neptune."
"45518" "udp" "SF" 43 0 18 38 0 0 0 0 0 0 0 0 0 0 "normal."
"45519" "icmp" "SF" 520 0 449 449 0 0 0 0 0 0 1 0 0 0 "smurf."
"45520" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45521" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0.01 0 0 0 "normal."
"45522" "tcp" "S0" 0 0 264 11 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"45523" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45524" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45525" "tcp" "S0" 0 0 259 17 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45526" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45527" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45528" "tcp" "S0" 0 0 254 12 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45529" "tcp" "SF" 1947 1 1 1 0 0 0 0 0 0.03 0.01 0 0 0 "normal."
"45530" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45531" "tcp" "S0" 0 0 104 13 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45532" "tcp" "S0" 0 0 145 7 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45533" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45534" "tcp" "SF" 10 0 1 1 0 0 0 0 0 0.02 0 0 0 0 "normal."
"45535" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45536" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45537" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45538" "tcp" "S0" 0 0 204 2 1 1 0 0 0.08 0.07 0 1 1 0 "neptune."
"45539" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45540" "tcp" "SF" 202 1 4 4 0 0 0 0 0 0 0.02 0 0 0 "normal."
"45541" "tcp" "S0" 0 0 296 16 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45542" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45543" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45544" "tcp" "S0" 0 0 232 8 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"45545" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45546" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45547" "icmp" "SF" 1032 0 507 507 0 0 0 0 0 0 1 0 0 0 "smurf."
"45548" "tcp" "SF" 1186 1 1 1 0 0 0 0 0 0.04 0.01 0 0 0 "normal."
"45549" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45550" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45551" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45552" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45553" "tcp" "SF" 1085 1 1 3 0 0 0 0 0 0.07 0.02 0 0 0 "normal."
"45554" "tcp" "S0" 0 0 204 2 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45555" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45556" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45557" "tcp" "S0" 0 0 57 15 1 1 0 0 0.09 0.08 0 1 1 0 "neptune."
"45558" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45559" "tcp" "REJ" 0 0 211 14 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"45560" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45561" "tcp" "REJ" 0 0 264 12 0 0 1 1 0.06 0.06 0 0 0 1 "neptune."
"45562" "tcp" "S0" 0 0 144 17 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45563" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45564" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45565" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45566" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45567" "tcp" "S0" 0 0 111 1 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45568" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45569" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45570" "tcp" "SF" 200 1 5 6 0 0 0 0 0 0 0 0 0 0 "normal."
"45571" "tcp" "S0" 0 0 101 1 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"45572" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45573" "tcp" "REJ" 0 0 144 19 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"45574" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45575" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45576" "tcp" "S0" 0 0 143 13 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"45577" "tcp" "S0" 0 0 262 8 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"45578" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45579" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45580" "tcp" "SF" 2649 1 1 3 0 0 0 0 0 0.04 0.02 0 0 0 "normal."
"45581" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45582" "tcp" "SF" 6601 1 18 18 0 0 0 0 0 0.12 0.41 0 0 0 "normal."
"45583" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45584" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45585" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45586" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45587" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45588" "tcp" "S0" 0 0 103 3 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45589" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45590" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45591" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45592" "tcp" "S0" 0 0 123 9 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45593" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45594" "icmp" "SF" 30 0 1 1 0 0 0 0 0 0 1 0 0 0 "normal."
"45595" "icmp" "SF" 520 0 458 458 0 0 0 0 0 0 1 0 0 0 "smurf."
"45596" "tcp" "S0" 0 0 118 6 1 1 0 0 0.08 0.07 0 1 1 0 "neptune."
"45597" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45598" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45599" "tcp" "SF" 316 1 1 38 0 0 0 0 0 0 1 0 0 0 "normal."
"45600" "tcp" "S0" 0 0 134 13 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"45601" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45602" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45603" "tcp" "S0" 0 0 213 6 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"45604" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45605" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45606" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45607" "icmp" "SF" 520 0 462 462 0 0 0 0 0 0 1 0 0 0 "smurf."
"45608" "tcp" "SF" 987 1 1 2 0 0 0 0 0 0.08 0.02 0 0 0 "normal."
"45609" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45610" "tcp" "REJ" 0 0 289 15 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"45611" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45612" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45613" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45614" "icmp" "SF" 520 0 469 469 0 0 0 0 0 0 1 0 0 0 "smurf."
"45615" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45616" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45617" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45618" "tcp" "S0" 0 0 138 1 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45619" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45620" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45621" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45622" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45623" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45624" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45625" "tcp" "REJ" 0 0 129 1 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"45626" "tcp" "SF" 1137 1 1 1 0 0 0 0 0 0.04 0.01 0 0 0 "normal."
"45627" "tcp" "SF" 226 1 23 23 0 0 0 0 0 0 0 0 0 0 "normal."
"45628" "tcp" "S0" 0 0 252 8 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45629" "tcp" "S0" 0 0 299 15 1 1 0 0 0.05 0.08 0 1 1 0 "neptune."
"45630" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45631" "tcp" "SF" 212 1 1 1 0 0 0 0 0 0 0.02 0 0 0 "normal."
"45632" "tcp" "S0" 0 0 201 18 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45633" "icmp" "SF" 1032 0 511 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45634" "tcp" "SF" 336 1 34 35 0 0 0 0 0 0 0.03 0 0 0 "normal."
"45635" "tcp" "REJ" 0 0 132 16 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"45636" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45637" "tcp" "SF" 237 1 10 10 0 0 0 0 0 0 0 0 0 0 "normal."
"45638" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"45639" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45640" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45641" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45642" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45643" "icmp" "SF" 1032 0 508 508 0 0 0 0 0 0 1 0 0 0 "smurf."
"45644" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45645" "tcp" "SF" 339 1 6 6 0 0 0 0 0 0 0 0 0 0 "normal."
"45646" "tcp" "S0" 0 0 144 16 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"45647" "tcp" "S0" 0 0 237 17 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45648" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45649" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45650" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45651" "udp" "SF" 43 0 149 229 0 0 0 0 0 0 0 0 0 0 "normal."
"45652" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45653" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45654" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45655" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45656" "tcp" "SF" 242 1 1 1 0 0 0 0 0 0 0.02 0 0 0 "normal."
"45657" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45658" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45659" "tcp" "SF" 340 1 13 13 0 0 0 0 0 0 0 0 0 0 "normal."
"45660" "tcp" "S0" 0 0 236 4 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"45661" "tcp" "S0" 0 0 269 20 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"45662" "tcp" "SF" 241 1 15 15 0 0 0 0 0 0 0 0 0 0 "normal."
"45663" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45664" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45665" "tcp" "SF" 268 1 6 6 0 0 0 0 0 0 0 0 0 0 "normal."
"45666" "tcp" "SF" 294 1 7 7 0 0 0 0 0 0 0.04 0 0 0 "normal."
"45667" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45668" "tcp" "S0" 0 0 251 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45669" "tcp" "S0" 0 0 119 5 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"45670" "tcp" "S0" 0 0 266 12 1 1 0 0 0.06 0.08 0 1 1 0 "neptune."
"45671" "tcp" "SF" 287 1 1 1 0 0 0 0 0 0 1 0 0.01 0 "normal."
"45672" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45673" "icmp" "SF" 520 0 453 453 0 0 0 0 0 0 1 0 0 0 "smurf."
"45674" "tcp" "S0" 0 0 240 4 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"45675" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45676" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45677" "tcp" "S0" 0 0 254 13 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"45678" "icmp" "SF" 1032 0 509 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"45679" "icmp" "SF" 1032 0 507 507 0 0 0 0 0 0 1 0 0 0 "smurf."
"45680" "tcp" "S0" 0 0 104 6 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"45681" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"45682" "tcp" "S0" 0 0 121 19 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"45683" "tcp" "SF" 319 1 1 1 0 0 0 0 0 0 0.01 0 0 0 "normal."
"45684" "icmp" "SF" 520 0 481 481 0 0 0 0 0 0 1 0 0 0 "smurf."
"45685" "tcp" "S0" 0 0 120 13 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"45686" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
